event_id,market_id,slug,asset,duration,question,start_time,end_time,yes_token_id,no_token_id,resolution_source,volume,active,closed
127134,1038951,btc-updown-5m-1766936400,BTC,5m,"Bitcoin Up or Down - December 28, 10:40AM-10:45AM ET",1766936400,1766936700,8627912637336779487936936904690823248838294932110839844546779729962274914437,20494599931973497982503655090754090174393660306290528634368220779226987478635,https://data.chain.link/streams/btc-usd,0.0,true,false
126750,1037339,eth-updown-15m-1766921400,ETH,5m,"Ethereum Up or Down - December 28, 6:30AM-6:45AM ET",1766921400,1766922300,60286551215283486257119929281444166828835631642217038993900723730486010934834,15294294887194444271992553826948672675421264307478457723569089616333640604354,https://data.chain.link/streams/eth-usd,0.0,true,false
127391,1040332,btc-updown-5m-1766946600,BTC,5m,"Bitcoin Up or Down - December 28, 1:30PM-1:35PM ET",1766946600,1766946900,109045907248491009759219578505415142342284328229535526317313438889607982726607,88925647931715405202701841488272074716025055476814716532831114180505093320800,https://data.chain.link/streams/btc-usd,0.0,true,false
126731,1037070,sol-updown-5m-1766920200,SOL,5m,"Solana Up or Down - December 28, 6:10AM-6:15AM ET",1766920200,1766920500,16932824618232462265140230122440379280418002802060795962083369228928665167887,65018496608259367834128968818149840490202972323185600236588067258711861604233,https://data.chain.link/streams/sol-usd,0.0,true,false
126447,1035748,sol-updown-5m-1766906400,SOL,5m,"Solana Up or Down - December 28, 2:20AM-2:25AM ET",1766906400,1766906700,113932758713122315717316635493870943648780198811250550627918679283463997093269,82122163888724407734201845158656523031874907953944788646778161615567307655815,https://data.chain.link/streams/sol-usd,0.0,true,false
127598,1041340,eth-updown-15m-1766953800,ETH,5m,"Ethereum Up or Down - December 28, 3:30PM-3:45PM ET",1766953800,1766954700,57143483258381688430517101234819106560959161648796934470261082726839593101768,86599086031878779953850472360591796713386054609229054797074200960052373404758,https://data.chain.link/streams/eth-usd,0.0,true,false
126794,1037389,btc-updown-5m-1766923500,BTC,5m,"Bitcoin Up or Down - December 28, 7:05AM-7:10AM ET",1766923500,1766923800,65752307827660254240462088332510915736509099581837117268684956309076268781037,18302964335340804309977041496261504499662516262696335016049602929544522898290,https://data.chain.link/streams/btc-usd,0.0,true,false
127219,1039354,btc-updown-15m-1766939400,BTC,5m,"Bitcoin Up or Down - December 28, 11:30AM-11:45AM ET",1766939400,1766940300,56859075205851258689216616326372449760586802753406586794198231848691266563422,23551642852968753764163545481799053630414470215665807725349048284005839251218,https://data.chain.link/streams/btc-usd,0.0,true,false
126365,1035073,eth-updown-5m-1766902200,ETH,5m,"Ethereum Up or Down - December 28, 1:10AM-1:15AM ET",1766902200,1766902500,19511247710675362180936744751316677551114816960181732482029702122286011002325,7281071847164927042232976300592218827137552886222565280045316670936992144170,https://data.chain.link/streams/eth-usd,0.0,true,false
127697,1041799,sol-updown-5m-1766958600,SOL,5m,"Solana Up or Down - December 28, 4:50PM-4:55PM ET",1766958600,1766958900,75377589785907072211530100886055873090240455136023786073734431612410355243007,64678285070094481934993843919993125734083085035326741474378112618329623060269,https://data.chain.link/streams/sol-usd,0.0,true,false
126523,1036176,sol-updown-5m-1766910300,SOL,5m,"Solana Up or Down - December 28, 3:25AM-3:30AM ET",1766910300,1766910600,3158901987902969611514750521909345654540251163338018449899822353751078937590,43797356472756062426781649164807166798644090481119199579266746910591535623077,https://data.chain.link/streams/sol-usd,0.0,true,false
127853,1042879,btc-updown-5m-1766966700,BTC,5m,"Bitcoin Up or Down - December 28, 7:05PM-7:10PM ET",1766966700,1766967000,83161138350435748435282002123840191277636938552775290390619093569137248766195,30036481102043299218010487130326411683421831734756174257620489017660827912987,https://data.chain.link/streams/btc-usd,0.0,true,false
126878,1037991,eth-updown-5m-1766927700,ETH,5m,"Ethereum Up or Down - December 28, 8:15AM-8:20AM ET",1766927700,1766928000,22315787387443124809024754966445702217457001876175742664149451498254364463551,76073580235219737677295930895510231129526558289215521273006096622571840491337,https://data.chain.link/streams/eth-usd,0.0,true,false
127962,1043568,eth-updown-5m-1766972400,ETH,5m,"Ethereum Up or Down - December 28, 8:40PM-8:45PM ET",1766972400,1766972700,102949999433854792893576852760809805676289538727072591106994211589618605510019,32260951588660153908157913045231048046661317255024812840441099955452631984402,https://data.chain.link/streams/eth-usd,0.0,true,false
127964,1043570,eth-updown-15m-1766972700,ETH,5m,"Ethereum Up or Down - December 28, 8:45PM-9:00PM ET",1766972700,1766973600,66634625673055925472843151054713427717144237625031314485814260873712767647477,20277256328522423508614685003090619237483325962289552747871871429118679562294,https://data.chain.link/streams/eth-usd,0.0,true,false
127968,1043579,sol-updown-5m-1766972700,SOL,5m,"Solana Up or Down - December 28, 8:45PM-8:50PM ET",1766972700,1766973000,13569738780671722908989134252223641760375948509814601098885137001450906703495,60520961771589283631504678328680446840207362402688454466500636591617427562777,https://data.chain.link/streams/sol-usd,0.0,true,false
127970,1043582,eth-updown-5m-1766972700,ETH,5m,"Ethereum Up or Down - December 28, 8:45PM-8:50PM ET",1766972700,1766973000,5245432459623483726087787296768013348855842906508795888662489574693335551993,115634624064072869549525292499248296014221836456326577136513022848373073576823,https://data.chain.link/streams/eth-usd,0.0,true,false
127568,1041168,sol-updown-5m-1766952900,SOL,5m,"Solana Up or Down - December 28, 3:15PM-3:20PM ET",1766952900,1766953200,39179851074288671797008617892428409922578713611665251669558747016454727633902,83838476183455871659055962112732718964454487954082479365250821456836012103110,https://data.chain.link/streams/sol-usd,0.0,true,false
126233,1034422,btc-updown-5m-1766896200,BTC,5m,"Bitcoin Up or Down - December 27, 11:30PM-11:35PM ET",1766896200,1766896500,23631822869571629988254390167705389111688317547211292652847964931022577380176,72753946668032630264328033236675667766843303941976946136940171203775855325662,https://data.chain.link/streams/btc-usd,0.0,true,false
127940,1043503,sol-updown-5m-1766971200,SOL,5m,"Solana Up or Down - December 28, 8:20PM-8:25PM ET",1766971200,1766971500,32907416805595536782490504000401007948030465396679233336497659384097930169705,108653443415604547421849902367407488217199154709983839769923823762785771220807,https://data.chain.link/streams/sol-usd,0.0,true,false
127942,1043505,eth-updown-5m-1766971200,ETH,5m,"Ethereum Up or Down - December 28, 8:20PM-8:25PM ET",1766971200,1766971500,2836640246263395547417612504723192273788279743782644167005923079085692594429,4832190076748110095584146936003735308638343069188058464547332808245733698,https://data.chain.link/streams/eth-usd,0.0,true,false
126613,1036562,btc-updown-5m-1766914800,BTC,5m,"Bitcoin Up or Down - December 28, 4:40AM-4:45AM ET",1766914800,1766915100,78087773962567524227551073354038947038186467468608164449891263441848229176096,24772986399463535268655915598238035420486640511955015461160946184980105427571,https://data.chain.link/streams/btc-usd,0.0,true,false
127816,1042721,eth-updown-5m-1766964900,ETH,5m,"Ethereum Up or Down - December 28, 6:35PM-6:40PM ET",1766964900,1766965200,25295568745494685352786434150089487524827330589192566462453059702377853016451,80368041201021425738736869564155881545860346745374995106208476735131883405961,https://data.chain.link/streams/eth-usd,0.0,true,false
126392,1035340,eth-updown-5m-1766903700,ETH,5m,"Ethereum Up or Down - December 28, 1:35AM-1:40AM ET",1766903700,1766904000,49300531441551844890421958080053528607796817586736479861932058292711844439809,114795178583636299948248940376844053291549188058965200909381370038667643545148,https://data.chain.link/streams/eth-usd,0.0,true,false
127651,1041425,eth-updown-5m-1766956200,ETH,5m,"Ethereum Up or Down - December 28, 4:10PM-4:15PM ET",1766956200,1766956500,97454889340814373031506516031254947328481188838740618291212449766962415575441,29745288423413713515476492332404608475458671126897497585254325227736973017745,https://data.chain.link/streams/eth-usd,0.0,true,false
110006,964456,sol-updown-5m-1766163300,SOL,5m,"Solana Up or Down - December 19, 11:55AM-12:00PM ET",1766163300,1766163600,41088245933695409274628475961542304983112270332191649484476026406861422691751,97184449476470216496970877155210325458960385257448181396895448029779694881119,https://data.chain.link/streams/sol-usd,0.0,true,false
127383,1040324,btc-updown-5m-1766946300,BTC,5m,"Bitcoin Up or Down - December 28, 1:25PM-1:30PM ET",1766946300,1766946600,113473908121409000564020404102651134872381411435558123287959323179085800273650,10323980365246407778743029903773674997919091816440631180078260421592567132319,https://data.chain.link/streams/btc-usd,0.0,true,false
127820,1042737,sol-updown-15m-1766965500,SOL,5m,"Solana Up or Down - December 28, 6:45PM-7:00PM ET",1766965500,1766966400,47628129974441735311837336089083814178173778524062405644158498886760030118833,67620373435754068656154993992666971073265905207992421930757514905084072332475,https://data.chain.link/streams/sol-usd,0.0,true,false
127824,1042742,btc-updown-15m-1766965500,BTC,5m,"Bitcoin Up or Down - December 28, 6:45PM-7:00PM ET",1766965500,1766966400,4019525733586690841737488881982084472334363129222417118537296097354515357855,27748076680790581582547591085997843708508519928433051413594088597736141341825,https://data.chain.link/streams/btc-usd,0.0,true,false
127826,1042743,sol-updown-5m-1766965200,SOL,5m,"Solana Up or Down - December 28, 6:40PM-6:45PM ET",1766965200,1766965500,6351430723708277707672666068466118228828769845196016672638898779264775391586,16242910683458962908574595266164976352013407850832613250291408330806280460611,https://data.chain.link/streams/sol-usd,0.0,true,false
127825,1042741,eth-updown-5m-1766965200,ETH,5m,"Ethereum Up or Down - December 28, 6:40PM-6:45PM ET",1766965200,1766965500,1771774583592742300075957469068484870221890226974477213427853233017758209140,99961662830832656480950828344915254327696796940731418486505561350397291230459,https://data.chain.link/streams/eth-usd,0.0,true,false
127098,1038638,btc-updown-15m-1766934900,BTC,5m,"Bitcoin Up or Down - December 28, 10:15AM-10:30AM ET",1766934900,1766935800,75206958566751679047142699516408950733407782120965003376277017924155032444164,65098140594913896202958366830619545120010230542551195626937586412984802903844,https://data.chain.link/streams/btc-usd,0.0,true,false
127723,1041896,eth-updown-15m-1766960100,ETH,5m,"Ethereum Up or Down - December 28, 5:15PM-5:30PM ET",1766960100,1766961000,32537133545467732446240039222258661139279184407821693978946194521455929363303,104230726635366485555338499709581341947630499993208977223631020136145666604465,https://data.chain.link/streams/eth-usd,0.0,true,false
127669,1041735,btc-updown-5m-1766957100,BTC,5m,"Bitcoin Up or Down - December 28, 4:25PM-4:30PM ET",1766957100,1766957400,54336622954502652909123571072804387653173082817572510983730231044242054303323,12528240595584761600404530921588147006045166442716250636292862958128998446489,https://data.chain.link/streams/btc-usd,0.0,true,false
127331,1039927,btc-updown-15m-1766943900,BTC,5m,"Bitcoin Up or Down - December 28, 12:45PM-1:00PM ET",1766943900,1766944800,105224630543746999106794049458098254353236519947804147497788897922788623059671,26131311046752750931997493242114466818611148393631719383655572598742003190686,https://data.chain.link/streams/btc-usd,0.0,true,false
126204,1034030,sol-updown-5m-1766894400,SOL,5m,"Solana Up or Down - December 27, 11:00PM-11:05PM ET",1766894400,1766894700,2762182401137610188295537309663395736133925780420964779557513038742427568550,20503635180597500727182871003105095469764791507192469804825814226968472357774,https://data.chain.link/streams/sol-usd,0.0,true,false
127482,1040801,sol-updown-5m-1766950200,SOL,5m,"Solana Up or Down - December 28, 2:30PM-2:35PM ET",1766950200,1766950500,29994419862281462732645908303819146287646843783205660922942258264899826036712,13144367332668722732157132832735420329187197887064825028059244373754618688002,https://data.chain.link/streams/sol-usd,0.0,true,false
127800,1042677,btc-updown-5m-1766964000,BTC,5m,"Bitcoin Up or Down - December 28, 6:20PM-6:25PM ET",1766964000,1766964300,13453574820052740904381947948057231824923554798313128810213603841182761614520,85461345669904935485581878246077994400958977174656594549249933162402813648025,https://data.chain.link/streams/btc-usd,0.0,true,false
126137,1033658,eth-updown-5m-1766891100,ETH,5m,"Ethereum Up or Down - December 27, 10:05PM-10:10PM ET",1766891100,1766891400,108981420077943135399891693289678584987804099737289215458141029232630005485125,10704841303964256710787508614164103202116836933421940163695370973175015259159,https://data.chain.link/streams/eth-usd,0.0,true,false
126752,1037342,sol-updown-5m-1766921400,SOL,5m,"Solana Up or Down - December 28, 6:30AM-6:35AM ET",1766921400,1766921700,112029783318972830565229529069813950850413561441208786093650490299873606816268,18822495575673923153943415685325011301790232154150844627914501414272070013404,https://data.chain.link/streams/sol-usd,0.0,true,false
127221,1039357,sol-updown-5m-1766939100,SOL,5m,"Solana Up or Down - December 28, 11:25AM-11:30AM ET",1766939100,1766939400,39880089757823899602455210294226555921625340031896753865936136548562408348372,14025587969503120294099189899899876610725534753294124895221893283498897098987,https://data.chain.link/streams/sol-usd,0.0,true,false
126713,1037004,btc-updown-15m-1766919600,BTC,5m,"Bitcoin Up or Down - December 28, 6:00AM-6:15AM ET",1766919600,1766920500,2084667650567560292873632744002188511621223480414953061043490729182883301390,9339556372486311180583711867333950523538352340649465263079960360435174215806,https://data.chain.link/streams/btc-usd,0.0,true,false
126084,1033505,btc-updown-5m-1766888100,BTC,5m,"Bitcoin Up or Down - December 27, 9:15PM-9:20PM ET",1766888100,1766888400,50325954216751053850293397538763348091007034133617459926367867069018958809804,83767472677889688292438764827250637833765158332201481395497883374672706855156,https://data.chain.link/streams/btc-usd,0.0,true,false
126184,1034010,eth-updown-5m-1766893500,ETH,5m,"Ethereum Up or Down - December 27, 10:45PM-10:50PM ET",1766893500,1766893800,73679977432043656792897471369645512756695577155467027101917111698727727810761,67499124005356637718805789133657640532116945936347464459829232914750190118234,https://data.chain.link/streams/eth-usd,0.0,true,false
127381,1040322,eth-updown-5m-1766946000,ETH,5m,"Ethereum Up or Down - December 28, 1:20PM-1:25PM ET",1766946000,1766946300,6891969930830947180806968308857572091954684540733082944906568562303582398380,35532917464668141321142384877198216424603137660840149709184097774636707649809,https://data.chain.link/streams/eth-usd,0.0,true,false
126083,1033504,eth-updown-5m-1766888100,ETH,5m,"Ethereum Up or Down - December 27, 9:15PM-9:20PM ET",1766888100,1766888400,8750271046863796070908718902406914511640649552379229976354895448608894504263,19165546443709309123117956518204101069942185211696122443690843720659179689301,https://data.chain.link/streams/eth-usd,0.0,true,false
126621,1036570,btc-updown-5m-1766915100,BTC,5m,"Bitcoin Up or Down - December 28, 4:45AM-4:50AM ET",1766915100,1766915400,54425112990179683772372429957165701961614362006747308928382511526421262389378,30228257362312172146486757795040077266462833349615612331495813009496276759523,https://data.chain.link/streams/btc-usd,0.0,true,false
127555,1040960,sol-updown-5m-1766952300,SOL,5m,"Solana Up or Down - December 28, 3:05PM-3:10PM ET",1766952300,1766952600,76239642286690482816244417592488808259471915112195349561910477535348146213027,81801590001115977553076577449328128564098686901786450843513786104104204836245,https://data.chain.link/streams/sol-usd,0.0,true,false
127429,1040419,btc-updown-15m-1766948400,BTC,5m,"Bitcoin Up or Down - December 28, 2:00PM-2:15PM ET",1766948400,1766949300,94834819867058525675790760827677277371094386177131199534143453305707323508932,59662320856931068558955081923763696708029354187037801108194363335100626093101,https://data.chain.link/streams/btc-usd,0.0,true,false
126898,1038092,sol-updown-5m-1766928900,SOL,5m,"Solana Up or Down - December 28, 8:35AM-8:40AM ET",1766928900,1766929200,79680468432828231350498123650112764630149142016192592205584406394742482087564,22600192509229071610139091940366542671753324115903002315099576209397402712877,https://data.chain.link/streams/sol-usd,0.0,true,false
126486,1035787,btc-updown-5m-1766908500,BTC,5m,"Bitcoin Up or Down - December 28, 2:55AM-3:00AM ET",1766908500,1766908800,96635687294772037354040600228048075164748642451048220051503714567162853158475,63818734164642446599643953124220873168538650584488106512517348544776212595477,https://data.chain.link/streams/btc-usd,0.0,true,false
127105,1038813,btc-updown-5m-1766934900,BTC,5m,"Bitcoin Up or Down - December 28, 10:15AM-10:20AM ET",1766934900,1766935200,102362307240271419238192074994816917112561521966207454527537025274603901988042,31204989848764560733960419028111944280547850011505591120315305639321168311003,https://data.chain.link/streams/btc-usd,0.0,true,false
127921,1043207,sol-updown-5m-1766970000,SOL,5m,"Solana Up or Down - December 28, 8:00PM-8:05PM ET",1766970000,1766970300,13925799688672266743828106418619759993476156958596620265424662294163474688487,76232733678316200193125771919273163893857982001346137543012462225696845445895,https://data.chain.link/streams/sol-usd,0.0,true,false
109982,964348,sol-updown-5m-1766162700,SOL,5m,"Solana Up or Down - December 19, 11:45AM-11:50AM ET",1766162700,1766163000,12475477566726715648846895374433710509788046759337522923053123554946525468247,50614437999185018476332223022122100976557281684133063471682912796529938653401,https://data.chain.link/streams/sol-usd,0.0,true,false
127319,1039914,btc-updown-5m-1766943000,BTC,5m,"Bitcoin Up or Down - December 28, 12:30PM-12:35PM ET",1766943000,1766943300,16675852637252692186603480010358604200727478856323290892067238407377235248674,26390044926380189954505740483605480058639234713711300116481861998676856068627,https://data.chain.link/streams/btc-usd,0.0,true,false
126634,1036585,sol-updown-5m-1766915700,SOL,5m,"Solana Up or Down - December 28, 4:55AM-5:00AM ET",1766915700,1766916000,46611631444136835307640197471983141558997204489646635395152380618480780980063,95975352599276846395405778780596918822516874105105418078612606022907804628169,https://data.chain.link/streams/sol-usd,0.0,true,false
127246,1039382,eth-updown-5m-1766940600,ETH,5m,"Ethereum Up or Down - December 28, 11:50AM-11:55AM ET",1766940600,1766940900,60259271157949939809603985871970675862895538677935359489420880204841643133782,104419679449854084783536346370304995469898811414678332020547738465075783907764,https://data.chain.link/streams/eth-usd,0.0,true,false
126874,1037831,eth-updown-15m-1766927700,ETH,5m,"Ethereum Up or Down - December 28, 8:15AM-8:30AM ET",1766927700,1766928600,36939617047972038349336059397995033281256988783011725035980458375361685550293,104400155057668901309452140216635576754464764102568900434346913558896789389451,https://data.chain.link/streams/eth-usd,0.0,true,false
126310,1034885,sol-updown-15m-1766899800,SOL,5m,"Solana Up or Down - December 28, 12:30AM-12:45AM ET",1766899800,1766900700,57095673093053004786824669477067747241956791102510265841094956233993731822217,63749023413572945120507213918333538563950866741431938733498361506009211890728,https://data.chain.link/streams/sol-usd,0.0,true,false
127601,1041343,sol-updown-5m-1766953800,SOL,5m,"Solana Up or Down - December 28, 3:30PM-3:35PM ET",1766953800,1766954100,74297796625009765185811632306658005969641599165924012324163192356014054456518,50905238069776124618239274256328286288604445713748130498356493419691305091426,https://data.chain.link/streams/sol-usd,0.0,true,false
126400,1035348,btc-updown-5m-1766904000,BTC,5m,"Bitcoin Up or Down - December 28, 1:40AM-1:45AM ET",1766904000,1766904300,112635832056939222158023092651482645472617101031813220656757611642461103639511,90781198745032565739126905302659174808468379437342488720846752949976876847231,https://data.chain.link/streams/btc-usd,0.0,true,false
126683,1036924,sol-updown-5m-1766918400,SOL,5m,"Solana Up or Down - December 28, 5:40AM-5:45AM ET",1766918400,1766918700,82819178376664870196969550922665063780357105313658665309659398108172422729747,74461043703462850354074862798059712655811293953920487316465043033101005908711,https://data.chain.link/streams/sol-usd,0.0,true,false
126063,1033262,eth-updown-15m-1766887200,ETH,5m,"Ethereum Up or Down - December 27, 9:00PM-9:15PM ET",1766887200,1766888100,99453736558749853972258512163332793970127977552403914789498333762583010363198,27205096737559549054065759753854581228663086819821297848701909480399130487710,https://data.chain.link/streams/eth-usd,1057.348504,true,false
127668,1041736,sol-updown-5m-1766957100,SOL,5m,"Solana Up or Down - December 28, 4:25PM-4:30PM ET",1766957100,1766957400,62928641218823870050519153270191838088175606502175909728758955568380608288061,86296803598799921030032306423624572689910458747297945720550596239900361110736,https://data.chain.link/streams/sol-usd,0.0,true,false
126530,1036185,sol-updown-5m-1766910600,SOL,5m,"Solana Up or Down - December 28, 3:30AM-3:35AM ET",1766910600,1766910900,90865180279206136137861878664404319083872320600987062316861484906480861593967,93484587036831308775969323943410315185250610163651097510194187883632095126239,https://data.chain.link/streams/sol-usd,0.0,true,false
126511,1036021,sol-updown-5m-1766909700,SOL,5m,"Solana Up or Down - December 28, 3:15AM-3:20AM ET",1766909700,1766910000,78752003403204366387322994404552867794840953323793105395197868025330758393915,19260745126293849185907919874950132087134160376714902617016947984039794058683,https://data.chain.link/streams/sol-usd,0.0,true,false
127961,1043566,sol-updown-5m-1766972400,SOL,5m,"Solana Up or Down - December 28, 8:40PM-8:45PM ET",1766972400,1766972700,66327548925295128180343443499252158299891426738946789015229090261108561242283,25606204572700902846497014180877944510429514905803520367754275385118354790142,https://data.chain.link/streams/sol-usd,0.0,true,false
